env=rware-multiteam-tiny-4ag-2teams-v0 agents=4 obs_dim=183 action_dim=5 device=cuda
C:\Users\95101\anaconda3\envs\RWARE_Project\lib\site-packages\gymnasium\utils\passive_env_checker.py:244: UserWarning: [33mWARN: The reward returned by `step()` must be a float, int, np.integer or np.floating, actual type: <class 'list'>[0m
  logger.warn(
iter=0001 steps=512 sps=93.8 return=0.000 len=500.0 events=0.00 pi_loss=-0.0019 v_loss=0.0130 ent=1.609 sim=nan delta=nan edges=0 consensus_edges=0 clusters=[[0], [1], [2], [3]]
iter=0002 steps=1024 sps=100.1 return=0.000 len=500.0 events=0.00 pi_loss=-0.0020 v_loss=0.0034 ent=1.607 sim=nan delta=nan edges=0 consensus_edges=0 clusters=[[0], [1], [2], [3]]
iter=0003 steps=1536 sps=103.5 return=0.000 len=500.0 events=0.00 pi_loss=-0.0011 v_loss=0.0015 ent=1.602 sim=nan delta=nan edges=0 consensus_edges=0 clusters=[[0], [1], [2], [3]]
iter=0004 steps=2048 sps=104.9 return=0.000 len=500.0 events=0.00 pi_loss=-0.0009 v_loss=0.0011 ent=1.599 sim=nan delta=nan edges=0 consensus_edges=0 clusters=[[0], [1], [2], [3]]
iter=0005 steps=2560 sps=105.7 return=0.000 len=500.0 events=0.00 pi_loss=-0.0010 v_loss=0.0012 ent=1.601 sim=nan delta=nan edges=0 consensus_edges=0 clusters=[[0], [1], [2], [3]]
iter=0006 steps=3072 sps=106.8 return=0.000 len=500.0 events=0.00 pi_loss=-0.0021 v_loss=0.0007 ent=1.598 sim=nan delta=nan edges=0 consensus_edges=0 clusters=[[0], [1], [2], [3]]
iter=0007 steps=3584 sps=107.3 return=0.500 len=500.0 events=0.00 pi_loss=-0.0013 v_loss=0.0050 ent=1.591 sim=nan delta=nan edges=0 consensus_edges=0 clusters=[[0], [1], [2], [3]]
iter=0008 steps=4096 sps=107.7 return=0.000 len=500.0 events=0.00 pi_loss=-0.0031 v_loss=0.0006 ent=1.583 sim=nan delta=nan edges=0 consensus_edges=0 clusters=[[0], [1], [2], [3]]
iter=0009 steps=4608 sps=108.6 return=0.500 len=500.0 events=0.00 pi_loss=-0.0030 v_loss=0.0044 ent=1.570 sim=nan delta=nan edges=0 consensus_edges=0 clusters=[[0], [1], [2], [3]]
iter=0010 steps=5120 sps=109.1 return=0.000 len=500.0 events=0.00 pi_loss=-0.0021 v_loss=0.0006 ent=1.545 sim=0.970 delta=nan edges=0 consensus_edges=0 clusters=[[0], [1], [2], [3]]
iter=0011 steps=5632 sps=109.2 return=0.000 len=500.0 events=0.00 pi_loss=-0.0010 v_loss=0.0005 ent=1.526 sim=nan delta=nan edges=0 consensus_edges=0 clusters=[[0], [1], [2], [3]]
